text,cat,topic,cluster,level
aquarium plan increase security result escape staff know “what octopus do” careful aquarium looking another octopus fisherman brought another octopus aquarium might take “you never know” said yarrell “there’s always chance inky come home us”,ele,Inky the octopus,2.0,0
blackberry brought instant messaging mobile phone company entering period success iphone still idea blackberry’s innovation made smartphone one canada’s biggest export,ele,Blackberry,2.0,0
six year later summer riot london uk city rioter used blackberry messenger bbm politician wanted service shut two year later user leaving bbm,ele,Blackberry,2.0,0
fewer fewer people want blackberry phone many alternative product facebook’s apple’s instant messaging application independent apps whatsapp kik also canadian free download use use internet swap text message picture voice clip sticker even video type phone,ele,Blackberry,2.0,0
bbm trying keep customer use android apple phone many apps people use lot people want use bbm app – million people downloaded many people believe bbm survive “the move bring blackberry iphone four five year late” say james gooderson technology blogger “whatsapp made blackberry unnecessary young people”,ele,Blackberry,2.0,0
bbm say million monthly user upgrade whatsapp million service show bbm’s weakness skype viber video voice call bbm doesn’t path location sharing bbm doesn’t video sharing imessage sticker sophisticated version smiley face kid around world adore also absent even contact calendar sharing bbm made possible blackberry phone apple android version,ele,Blackberry,2.0,0
messaging becoming visual photo uploaded instagram get instant comment snapchat’s picture opened world possibility like bbm service free phone internet connection bbm powerful helped start revolution egypt time london riot people used bbm television find quickly happening,ele,Blackberry,2.0,0
nearly young smartphone owner regularly use social networking application twothirds use one yearolds use facebook every day use alternative “it’s much complex” say benedict evans digital medium specialist “all apps use smartphone apps rise fall like firework like instagram last others disappear”,ele,Blackberry,2.0,0
thirteenyearold bennett three phone keep blackberry messaging u iphone play game make phone call android phone friend still bbm touch button send single blackberry message several hundred people whatsapp limit bennett instagram major social network “instagram facebook without parents” say “facebook older people” low cost buying using blackberry still advantage anyone secondhand phone £amonth deal telecom company use unlimited bbm message people longer trust privacy bbm business people revolutionary demonstrator rioter used believe message secret arrest followed riot showed wasn’t true,ele,Blackberry,2.0,0
rich london district south kensington older pupil one school apple phone use whatsapp many bbm distant memory “i still blackberry i’m one” say one teenager make feel “isolated” say,ele,Blackberry,2.0,0
felix baumgartner stood edge space new mexico paused moment small step away capsule mile drop back earth “our guardian angel take care you” said mission control baumgartner jumped,ele,Skydiver,2.0,0
ten frightening minute later austrian landed back earth fell speed mile per hour broke three world record became world’s first supersonic skydiver broke sound barrier “we love felix” shouted team control room,ele,Skydiver,2.0,0
wearing special suit protect big pressure change jump without suit man’s blood would boil lung would explode baumgartner later said could think getting back alive also said “sometimes go really high see small are”,ele,Skydiver,2.0,0
two record highest altitude manned balloon flight highest altitude skydive jump sunny morning good weather baumgartner went clear sky enormous balloon – million square cubic foot skin onetenth thickness sandwich bag bottom balloon capsule baumgartner sat suit,ele,Skydiver,2.0,0
correct height baumgartner went checklist thing helper joe kittinger kittinger held record highest altitude manned balloon flight baumgartner baumgartner problem visor “this serious joe” told kitttinger “i can’t see breathe out” decided continue record million people watched live youtube,ele,Skydiver,2.0,0
ascent sky slowly turned black took two half hour descent much quicker,ele,Skydiver,2.0,0
three camera attached baumgartner’s suit recorded freefall four minute parachute opening,ele,Skydiver,2.0,0
baumgartner done lot dangerous thing parachuted building mountain foot deep cave two practice freefalls prepare jump – one foot second foot nothing compare jump town roswell place famous ufo sighting,ele,Skydiver,2.0,0
trying break five different record first human ever break sound barrier freefall highest freefall altitude jump highest manned balloon flight longest freefall jump platform probably largest manned balloon history jump beat two kittinger’s record retired u air force colonel held high altitude speed record parachuting kittinger jumped balloon mile earth gave advice baumgartner ascent,ele,Skydiver,2.0,0
someone asked “what want next” baumgartner said “i want inspire young people i’d like sit place next four year joe kittinger young guy want break record want give advice” said exciting moment standing outside capsule “on top world” added “the beautiful moment standing landing area mike todd man dressed baumgartner suit came smile face like little kid”,ele,Skydiver,2.0,0
baumgartner said felt like todd’s son said “todd happy alive” earlier todd said “the world need hero right got one felix baumgartner” last jump baumgartner said promised settle girlfriend fly helicopter rescue mission u austria,ele,Skydiver,2.0,0
new computerassisted autopsy system becoming popular european hospital inventor say system could mean thing perfect murder,ele,Murderers beware,2.0,0
method called virtopsy used forensic medical institute europe invented group scientist university zurich instead cutting chest like traditional autopsy pathologist able examine dead body via computer screen,ele,Murderers beware,2.0,0
michael thali director zurich’s institute forensic medicine europe one inventor virtopsy said could completely change criminal investigation “basically thing perfect murder virtual autopsy allows find every piece evidence” said,ele,Murderers beware,2.0,0
“in order analyze colour blood thickness body fluid smell we’ll need use traditional autopsy methods” said lars oesterhelweg deputy director institute forensic medicine charité hospital berlin using version virtopsy,ele,Murderers beware,2.0,0
virtopsies use powerful machine together machine called virtobot virtopsies find injury seen traditional autopsy well air pocket heart attack even cancer,ele,Murderers beware,2.0,0
“the virtopsy could replace autopsy one day” said richard dirndorfer one first people use dna analysis criminology “i think we’ll see happen slowly like dna analysis slowly replaced blood group analysis”,ele,Murderers beware,2.0,0
method allows doctor see deep inside dead body see thing cannot found traditional autopsy,ele,Murderers beware,2.0,0
criminologist around world travelling switzerland past year see new method forensic scientist pathologist think method used together traditional autopsy,ele,Murderers beware,2.0,0
added new method helpful reexamining case cause death unclear “it mean investigation reexamined try find murderer” said,ele,Murderers beware,2.0,0
scientist said relative dead prefer virtopsy method traditional autopsy scientist cut damage dead body,ele,Murderers beware,2.0,0
scientist made “atlas brain” show meaning word organized different region brain atlas u rainbow colour show word meaning grouped together area brain,ele,Neuroscientists,2.0,0
“we wanted build giant atlas show meaning word represented brain” said jack gallant neuroscientist university california berkeley,ele,Neuroscientists,2.0,0
single brain region contains one word idea single brain spot contains number related word single word appears many different brain spot together form network represent meaning word use life love death tax network,ele,Neuroscientists,2.0,0
atlas show modern imaging completely change know brain important task work technology could enormous effect medicine area study,ele,Neuroscientists,2.0,0
“it possible could use technology decode information word person hearing reading possibly even thinking” said alexander huth main author study one possible use would language decoder could allow people can’t talk serious illness speak computer,ele,Neuroscientists,2.0,0
make atlas scientist recorded people’s brain activity listened story matched transcript story brain activity data show group related word produced response brain huth used short interesting story story interesting people experiment would listen word fall asleep seven people listened two hour story person heard word – different word – lay scanner,ele,Neuroscientists,2.0,0
atlas show word related term use region brain example lefthand side brain ear one tiny region represents word “victim” region responds “killed” “murdered ” brain’s righthand side near top head one brain spot used family term “wife” “husband” “children” “parents”,ele,Neuroscientists,2.0,0
word represented one spot word often many meaning one part brain example used word “top” also word describe clothes word “top” also u many region one number measurement another building place interestingly brain atlas similar people experiment suggests brain organized meaning word way scientist scanned five men two woman native english speaker highly possible people different background culture different brain atlas,ele,Neuroscientists,2.0,0
lorraine tyler neuroscientist head centre speech language brain cambridge university said research great achievement moment brain atlas show small difference word meaning “this research amazing new still lot learn meaning word represented brain”,ele,Neuroscientists,2.0,0
senior editor atlantic magazine james hamblin recently experiment part series ‘if body could talk’ hamblin reduced number shower use shampoo soap shower,ele,Why we should ,2.0,0
discovered thousand others also discovered try clean soap body wash skin work get back balance mean begin whole process showering remove oil bacteria skin many would say “that reason shower” seems sometimes work well especially add hot water soap product,ele,Why we should ,2.0,0
skin million good bacteria showering destroys bacteria bacteria return produce odour – yes showering often may make smell stop showering using soap skin go probably gross period change skin normally get balance back produce le oil healthy bacteria flourish,ele,Why we should ,2.0,0
hamblin realized human body working lovely smell look better – skin expert say using le soap improve skin problem that’s advantage – reducing number shower number cleansing product use help environment average shower last seven minute u litre water that’s litre clean drinkable water fill soap wash drain every day – sometimes,ele,Why we should ,2.0,0
importance clean water becoming harder harder ignore – example another summer drought california it’s becoming clear clean water one valuable thing world soon won’t enough also environmental effect body wash bottle many good reason shower le,ele,Why we should ,2.0,0
perhaps remember last time close people already don’t shower enough relax many people shower le still use deodorant handwashing soap still vital way reduce spread many disease,ele,Why we should ,2.0,0
don’t need give showering completely james hamblin shower lot simple advice reduce shower le put soap let lovely little bacteria flourish,ele,Why we should ,2.0,0
probably know vaper – someone smoke ecigarettes vaping started become le popular statistic suggest smoker recent exsmokers majority vapers may already using ecigarettes le big ecigarette company study ﬁgures carefully spent million pound technology thought becoming popular,ele,The millennials,2.0,0
ecigarettes contain tobacco produce vapour smoke health charity action smoking health published ﬁgures showed number british user electronic cigarette increased three time user million,ele,The millennials,2.0,0
ﬁgures smoking toolkit study show vaping may becoming le popular number vapers smoker ex smoker rose end smoker exsmokers vaping percentage stopped rising dropped end year professor robert west collected data toolkit described ﬁgures statistically important,ele,The millennials,2.0,0
smoker key group ecigarette company seven ten vapers smoker around people never smoked tried electronic cigarette “the number people use ecigarettes continuing smoke going down” west said “we’ve studying vaping year it’s short time period seeing growth number longterm exsmokers ‘never ’ smoker using ecigarettes number people vaping might change moment look like it’s staying same”,ele,The millennials,2.0,0
expert believe vaping probably become fashionable young nonsmoker child regular ecigarette user ecigarettes seem popular adult want quit “the ﬁgures published month show use electronic cigarette smoker stopped rising ﬁgures also show huge increase use since may ” said james dunworth ecigarettedirectcouk “our customer still happy product technology improving experience helping switch traditional cigarettes”,ele,The millennials,2.0,0
“ecigarettes like sort nicotine patch” west agreed “they popular nicotine patch know effective onethird people want quit smoking use ecigarettes popular method stopping”,ele,The millennials,2.0,0
european commission ec want increase tax ecigarettes could make le popular new ec tobacco directive becomes law limit amount nicotine ecigarettes current level may mean vapers increase number smoke get effect another thing may make ecigarettes expensive,ele,The millennials,2.0,0
west suggested politician see ecigarettes something help people stop smoking doesn’t think follow law smoking “some local authority organization treat ecigarettes like cigarette – ban public place outdoors” said think support vapers attack,ele,The millennials,2.0,0
roger mckinlay former president royal institute navigation say use gps global positioning system technology damaging ability find way “if look lose natural navigation ability rely technology more” wrote,ele,Satnav,2.0,0
mckinlay belief take lot time money navigation system good enough technology driverless car become successful say need better research system navigation also child learn find way using traditional method “schools teach navigation map reading” wrote,ele,Satnav,2.0,0
adult uk smartphone adult smartphone people use gps technology mckinlay satellite communication navigation consultant belief careful use smartphones navigation “if don’t practise using navigation skill lose them” wrote,ele,Satnav,2.0,0
research support idea “we studied group current london taxi driver group retired london taxi drivers” said dr hugo spiers university college london author study result showed retired taxi driver worse navigation test current driver “we able show ability decreased stopped using knowledge”,ele,Satnav,2.0,0
spiers also belief dangerous rely technology like gps say biggest problem technology lead driver dangerous situation one death caused satnavs satellite navigation driver drove lake spain “it dangerous use satnav” said spiers,ele,Satnav,2.0,0
way use navigation technology also impact ability say spiers driver listen instruction don’t need think going say use smartphone apps digital map better use digital map “you think hard going” said,ele,Satnav,2.0,0
mckinlay belief big improvement navigation technology futuristic thing like driverless car smart city “for really important job – like landing aeroplane flying aeroplane – gps still good enough ” said,ele,Satnav,2.0,0
mckinlay belief human must still able take control navigation “we don’t want people go total shock smartphone disappears battery go flat” said “technology isn’t magic – tool”,ele,Satnav,2.0,0
city don’t often move that’s exactly kiruna arctic town northern sweden move earth swallow,ele,Kiruna,2.0,0
“it’s terrible choice” say krister lindstedt work swedish architect company moving city move city people away gigantic ironore mine swallowing ground beneath street “either mine must stop digging job city move”,ele,Kiruna,2.0,0
kiruna founded stateowned luossavaarakiirunavaara mining company lk city became rich thanks large amount iron ore town mine made rich going destroy “the town mine” say deputy mayor niklas siren,ele,Kiruna,2.0,0
located km inside arctic circle kiruna difficult climate winter sunlight average temperature c iron ore kept people kiruna world’s largest underground ironore mine produce iron europe enough build six eiffel tower every day,ele,Kiruna,2.0,0
mining company told town would move underground digging would soon cause building crack collapse ten year later crack starting appear ground nearer nearer town,ele,Kiruna,2.0,0
“the people kiruna waited ten years” say viktoria walldin social anthropologist whoworks architect “they put life hold unable make major decision like buying house redecorating child opening business”,ele,Kiruna,2.0,0
last city finally plan lindstedt plan show town’s street square beginning move east along new high street whole city far away mine,ele,Kiruna,2.0,0
already building new town square km east circular town hall planned danish architect henning larsen take apart put together important building new home kiruna’s red wooden church built voted sweden’s beautiful building – centre new park save everything,ele,Kiruna,2.0,0
“i spoke old lady walk past bench every day first kiss” say walldin “it’s thing like – hospital first child born example – important people that’s going disappear”,ele,Kiruna,2.0,0
project get £ million mining company build new building including high school fire station community centre library swimming hall people worry live get house flat,ele,Kiruna,2.0,0
“people pay low rent high income future change” say lindstedt lk agreed pay people kiruna value home plus many people say enough buy new house,ele,Kiruna,2.0,0
look closely plan show new town look like old kiruna old town detached house garden white architects’ plan show multistorey apartment block around shared courtyard long straight street,ele,Kiruna,2.0,0
opportunity say architect kiruna become town attract young people new cultural place wonderful thing cable car high street many people kiruna probably enough money live,ele,Kiruna,2.0,0
one day drone could deliver package home happen believe amazon soon people sure invent right technology also consider public safety,ele,Will drones,2.0,0
amazon say ready soon federal aviation authority faa introduce rule using drone faa finally introduce rule using unmanned aircraft june technology long way go larger machine aren’t legal yet – drone kg legal faa say rule want introduce drone use different radio frequency nobody block hijack,ele,Will drones,2.0,0
professor sajiv singh work delivery company nearearth said flying drone quite simple – give basic instruction go height short task go back home even short flight mobile landing place could cause serious problem said,ele,Will drones,2.0,0
“they’re planning deliver area nobody life they’re planning deliver warehouse consumer probably town city” said “the drone see hazard maybe thing map doesn’t know maybe construction equipment wasn’t maybe gps signal blocked it’s going incorrect idea is” solved said – it’s difficult,ele,Will drones,2.0,0
one big problem keeping radio contact drone planning happens contact break “if drone loses radio contact keep going crash ground” said robot expert daniel huber,ele,Will drones,2.0,0
“we already technology need” said huber working program use drone check telephone line bridge “we make drone fly around certain area look every surface”,ele,Will drones,2.0,0
huber said amazon “they say many package light – drone carry kilogram minute vehicle go neighbourhood deliver vehicle need minute distance typical drone distance” it’s one way said make sure people safe “the larger distance dangerous becomes”,ele,Will drones,2.0,0
course safety still big worry – singh point passenger aeroplane allowed fly one serious failure every one million hour drone said much le safe “the reaper drone example one failure hours” singh said,ele,Will drones,2.0,0
part reason simply air travel dangerous standard much higher “if fly passenger aeroplane often say ‘oh small part isn’t working go back’” singh said “and people flying passanger aeroplane year hate think drone might come busy road” part solution singh said planning every situation “if thing fail drone something sensible”,ele,Will drones,2.0,0
astronaut scott kelly spent day space say himalayan lake spacewalks u presidential campaign helped stay sane mission longest mission ever “it seemed like lived forever” kelly said several mission said biggest surprise long mission felt “maybe sometimes go banana ” said,ele,NASA Astronaut,2.0,0
kelly russian astronaut mikhail kornienko spent nearly year international space station studied effect human weightlessness radiation cramped condition spaceflight research nasa think important future mission mar,ele,NASA Astronaut,2.0,0
kelly said length mission difficult thing felt pain returned gravity shorter trip kelly twin brother mark retired astronaut spent last year taking physical mental test test continue help nasa learn happens human body spaceflight kelly described sense wonder felt landed back earth russian capsule opened felt cool air kazakhstan smelled “a smell like plant blooming area” fresh air mixed burnt “sweet” smell spacecraft entered earth’s atmosphere,ele,NASA Astronaut,2.0,0
left spacecraft said began understand importance mission day yearold space station “a million pound size football field space say sixbedroom house” said place u power sun international team helped build “the view great too” said,ele,NASA Astronaut,2.0,0
kelly posted amazing photo social medium earth ’s city countryside ocean atmosphere “the earth beautiful planet” said described beautiful water around bahamas rainbow colour lake northern himalaya “the main thing notice thin atmosphere is” kelly said “it scary see thin atmosphere together large area pollution”,ele,NASA Astronaut,2.0,0
said could see large area pollution smoke cloud wildfire cover part u part asia pollution nearly year said message “we need save planet” slightly wrong “the planet get better it’s u won’t we’ll destroy environment” “we must take care air breathe water drink believe big effect ability change want to” kelly active social medium many people follow online said didn’t know – instead watched news especially u presidential campaign news helped keep sane said also work “i looked forward next event – example next spacewalk next science experiment made difference me” back earth everyone still felt strange said,ele,NASA Astronaut,2.0,0
kelly said would probably fly nasa “but don’t think would ever say i’m absolutely finished” said maybe fly private spaceflight company becoming popular “they might need guy like someday” said “maybe next year you’ll able buy cheap ticket go little visit”,ele,NASA Astronaut,2.0,0
know wildlife emergency possible extinction tiger india orangutan indonesia panda everybody love animal one want see disappear scientist worried threat creature ladybird much greater danger biodiversity,ele,Extinction,2.0,0
climate change falling number animal rising number human extinction mean scientist believe anthropocene age – age extinction,ele,Extinction,2.0,0
recent report world wildlife fund wwf confirms worrying idea – statistic report show big reduction number many specie number vertebrate declined last forty year losing many specie population mammal bird reptile amphibian reduced even freshwater specie declining period it’s creature help u worrying many scientist three quarter world’s food production depends bee insect panda cute tiger beautiful animal useful – it’s worm turn waste nutrient bat catch mosquito keep malaria rate,ele,Extinction,2.0,0
“it’s loss common specie affect people loss rarer creature affect u much we’re reliant obvious way” said dr nick isaac study environment say britain’s insect invertebrate declining fast vertebrate say cause serious problem human,ele,Extinction,2.0,0
said bird mammal amphibian use food medicine might become extinct many part world wild animal important part diet particularly poor,ele,Extinction,2.0,0
people also blame human – human damage ecosystem create climate change destroy habitat time it’s “big cuddly mammals” worry losing smaller creature le easy see depend insect creepycrawlies even worm might become extinct soon decline number affect u “we going feel effect loss number invertebrate vertebrate declining it’s simple fish die people starve – it’s complex” said isaac,ele,Extinction,2.0,0
human said tv naturalist sir david attenborough “plague earth” wwf claim still time stop decline uk chief executive david nussbaum said “the amount destruction shown report make u change behaviour – politician business people – responsibility protect value healthy future people nature,ele,Extinction,2.0,0
“humans cutting many tree quickly fishing many fish taking much water river producing much carbon” said,ele,Extinction,2.0,0
new scientiﬁc study say global warming might make temperature rise people think scientist led research said emission greenhouse gas reduced planet least c warmer twice level world’s government consider dangerous research show fewer cloud form planet warms mean le sunlight reﬂects back space make temperature even higher way cloud affect global warming biggest mystery study future climate change,ele,Planet,2.0,0
professor steven sherwood university new south wale australia led research said work new two way first found control cloud change second accept lowest estimate future global warming believed higher damaging estimate,ele,Planet,2.0,0
“c would catastrophic simply dangerous” sherwood said “for example would make life difﬁcult impossible much tropic would guarantee eventual melting greenland ice sheet antarctic ice sheet” ice sheet melt sea level rise many metre,ele,Planet,2.0,0
research help show much warming caused rise carbon emission say scientist commented study published journal nature,ele,Planet,2.0,0
expert japan’s national institute environmental study said explanation fewer cloud form world warms good one also agreed showed future climate change would bigger people think measure effect greenhouse gas earth’s climate scientist estimate rise temperature would twice much co atmosphere preindustrial age – probably happen within year twenty year estimate c c wide range new research reduced range c c studying biggest cause uncertainty cloud,ele,Planet,2.0,0
researcher use computer climate model predict future temperature important include way cloud form model water evaporates ocean vapour rise nine mile form rain cloud reﬂect sunlight may rise mile fall slowly back without forming cloud,ele,Planet,2.0,0
reality thing happen climate model include second possibility predict much higher future temperature model include ninemilehigh cloud “climate sceptic like criticize climate model sometimes wrong know perfect” said sherwood “but ﬁnding mistake made model predict le warming model predict warming” added “sceptics may also point pause rise temperature since end th century evidence cannot see pause measure climate system,ele,Planet,2.0,0
pause almost certainly temporary ” world’s average air temperature increased quite slowly since high point ocean phenomenon el niño caused greenhouse gas trapping heat disappears ocean also recent study suggested may seem “pause” temperature reading polar region warming sherwood accepts team’s work role cloud mean sure temperature rise higher range added c rise world’s average temperature would serious effect world economy many country reduce emission,ele,Planet,2.0,0
jmw turner one britain’s greatest painter new £ note national vote first time artist british banknote governor bank england mark carney asked public say deceased cultural person wanted see new banknote,ele,JMW Turner,2.0,0
turner famous painting sea vote list included painter sculptor fashion designer photographer filmmaker actor thirty thousand member public suggested people list,ele,JMW Turner,2.0,0
list included alfred hitchcock alexander mcqueen derek jarman laura ashley william morris vanessa bell,ele,JMW Turner,2.0,0
final five – barbara hepworth charlie chaplin josiah wedgwood william hogarth turner – chosen importance visual art british society influence,ele,JMW Turner,2.0,0
made announcement new banknote turner contemporary gallery margate carney artist tracey emin grew town made announcement together,ele,JMW Turner,2.0,0
carney said banknote practical – “can piece art everyone’s pocket”,ele,JMW Turner,2.0,0
note show turner’s selfportrait also one turner’s famous painting fighting temeraire painting ship important role nelson’s victory battle trafalgar,ele,JMW Turner,2.0,0
note also inlude quote artist – “light therefore colour” – signature signature left many painting britain,ele,JMW Turner,2.0,0
historical people first appeared banknote turner also winston churchill jane austen appear new polymer note – plastictype material churchill £ austen £ note new £ note appear,ele,JMW Turner,2.0,0
turner born london son barber went royal academy school age went margate love painting drawing northeast kent coast began returned kent coast many time life painted dramatic painting said kent coast sky “the loveliest europe”,ele,JMW Turner,2.0,0
turner painted oil painting watercolour lifetime film turner made timothy spall artist,ele,JMW Turner,2.0,0
victoria pomery director turner contemporary said “the vote show turner britain’s favourite artist”,ele,JMW Turner,2.0,0
glastonbury festival want fight war plastic water bottle plan become world’s environmentally friendly outdoor music event,ele,Glastonbury,2.0,0
year disposable bottle leave somerset festival site covered plastic one million plastic bottle used festival,ele,Glastonbury,2.0,0
festival organizer give stainlesssteel reusable bottle band member thousand bottle go sale festivalgoers stop using plastic bottle organizer asked festivalgoers bring reusable bottle fill drinking water tap across site,ele,Glastonbury,2.0,0
lucy smith glastonbury’s green issue organizer said “we amazing water quality uk everyone drink bottled water”,ele,Glastonbury,2.0,0
currently million tonne plastic rubbish around planet ocean poisoning ecosystem killing wildlife,ele,Glastonbury,2.0,0
festival organizer hope make glastonbury world’s greenest music festival want like america’s burning man festival black rock desert nevada people take away everything take festival,ele,Glastonbury,2.0,0
organizer also asked glastonbury festivalgoers travel site public transport share car friend “we want environmentally friendly can” said smith,ele,Glastonbury,2.0,0
plastic water bottle take hundred even thousand year completely biodegrade million barrel oil used make plastic bottle transporting mineral water across planet produce even carbon emission,ele,Glastonbury,2.0,0
around billion plastic water bottle sold uk every year one five recycled,ele,Glastonbury,2.0,0
smith said festivalgoers buy bottled water use water tap come big underground reservoir charity wateraid also set water kiosk around site sell reusable bottle cup offer free refill,ele,Glastonbury,2.0,0
organizer say almost half rubbish left site recycled also say bin recycling across festival site,ele,Glastonbury,2.0,0
bird droppings one britain’s expensive house pigeon skeleton lie among broken mirror water coming wall tower £m palace “billionaires’ row” north london,ele,Billionaires,2.0,0
one ten mansion middle bishop avenue empty many year saudi arabian royal family bought grecian column cracking piece mosaictiled swimming pool filled broken stone nature taken control owl moved,ele,Billionaires,2.0,0
see thing avenue lloyd bank say bishop avenue second expensive street britain house price london rising year people find difficult buy house mansion expensive part bishop avenue empty gate locked guard dog overgrown garden,ele,Billionaires,2.0,0
across street stand another empty mansion worth £m broken window wall painted anticlimb paint metal bar block window another mansion sold £m,ele,Billionaires,2.0,0
people find difficult keep roof head one world’s expensive city seeing empty house painful one security guard work avenue said annoying see many mansion – enough many people live – falling apart,ele,Billionaires,2.0,0
rich royal nigeria saudi arabia came road near hampstead heath first iranian came fall shah chinese house hunter following russian kazakh spent million get address estate agent tell world famous champ elysées rodeo drive recently two mansion sale £m £m,ele,Billionaires,2.0,0
ground empty mansion stone fountain crumble inside one mansion ceiling collapsed water drip huge crystal chandelier onto thick carpet rotting moss grows brick mirrored tile lying bathroom floor swimming pool filled dirty water flower growing tile wood sauna coming wall,ele,Billionaires,2.0,0
ruin tower grand mansion dramatic pigeon huge highceiling hall wall bright green algae,ele,Billionaires,2.0,0
today people live bishop avenue time security guard outside one mansion said owner another guard outside royal mansion would say anyone home member staff another mansion warned guardian guard dog,ele,Billionaires,2.0,0
magdy adib ishakhannah £m said one resident life time,ele,Billionaires,2.0,0
“i never seen neighbour look like next door saudi princess spent £m new house i’ve never seen three house lived half house lived three six month year half know come not” said,ele,Billionaires,2.0,0
reason multimillionpound ruin world’s richest people see british house investment,ele,Billionaires,2.0,0
anil varma develops home sell want build £m apartment instead £m mansion try bring people back,ele,Billionaires,2.0,0
decided rebuild one expensive site avenue collection apartment concierge maid service metre pool spa cinema,ele,Billionaires,2.0,0
mountain climber kenton cool flown everest base camp kathmandu capital nepal cool talking three amazing climb completed previous weekend early saturday morning reached summit nuptse first three main summit everest “horseshoe” later day climbed summit everest reached top complete darkness early sunday continued summit lhotse third three peak monday morning,ele,Everest,2.0,0
say took advantage rare opportunity “for first time since late fixed rope three mountain still great physical achievement person next without rope bottled oxygen”,ele,Everest,2.0,0
everest first climbed year ago asked cool look forward imagine top climber might year “i hate think” say mention swiss climber ueli steck fled mountain april argument group sherpa steck planning climb everest’s west ridge immediately climb lhotse via new route without fixed rope “ueli trained like machine” cool say “he’s fantastic climber would amazing”,ele,Everest,2.0,0
tourism look like everest region future one clue amazing helicopter rescue simone moro steck’s climbing partner moro flew back everest tuesday powerful helicopter rescue climber metre,ele,Everest,2.0,0
highest rescue ever everest highlight increase helicopter flight recent year might helipad mountain would bring tourist moment use helicopter rescue climber trekker walk everest base camp,ele,Everest,2.0,0
mountain geographer environmentalist alton byers think certain everest take tourist combination climate change tourism say putting new pressure area glacier everest region getting smaller even disappearing big effect already “everywhere go people talking there’s le water there’s le water agriculture le water new lodge building”,ele,Everest,2.0,0
sherpa town namche bazaar building new pipeline bring water tourist local stream contaminated human waste provide enough water place full tourist “every village digging pit garbage khumbu highest landfill site world” say human waste taken away plastic barrel according byers barrel emptied huge pit valley – could contaminate region’s stream river,ele,Everest,2.0,0
“we solve problem need serious it” say “one climber spend climb everest that’s fine we’re going look problem half million dollar year could solve them”,ele,Everest,2.0,0
climate change another problem weather pattern changing also effect tourism cloudy weather closing lukla airport entrance everest region often building new road x lukla make sure tourist money reach everest byers worried new road building quickly could cause soil erosion landslide say everest perfect place study problem like effect climate change tourism,ele,Everest,2.0,0
ninetysix people died sheffield wednesday’s hillsborough stadium extraordinary day year later liverpool cathedral family victim met see report disaster important word truth headline sun newspaper know story newspaper false police gave story,ele,Hillsborough,2.0,0
margaret aspinall’s son james died match liverpool nottingham forest said family fight year truth said families’ sadness never go away pleased prime minister said sorry hillsborough,ele,Hillsborough,2.0,0
independent panel looked document written police sheffield wednesday group involved panel wrote page report report criticize official mistake say victim fan blame already knew cause disaster didn’t know police coverup big shocking police blamed football fan disaster,ele,Hillsborough,2.0,0
panel found south yorkshire police led chief constable peter wright told story drunken fan without ticket caused disaster tested victims’ blood alcohol victim alcohol blood police checked find criminal record police said many liverpool fan drunk without ticket violent report found “no evidence”,ele,Hillsborough,2.0,0
report said wright met police sheffield restaurant prepare “a defence” “a story ” meeting happened four day disaster day sun newspaper published headline “the truth” story four senior south yorkshire police officer,ele,Hillsborough,2.0,0
panel found officers’ statement changed remove criticism police emphasize bad behaviour fan panel found statement changed “to remove change negative comment south yorkshire police” police said done remove “opinion” statement panel said “it done remove criticism police” report said,ele,Hillsborough,2.0,0
original inquiry believe propaganda decided august police story fan drunkenness violence false criticized police telling lie said sheffield wednesday’s stadium unsafe football association chose stadium match without even checking safety certificate certificate,ele,Hillsborough,2.0,0
“the main cause” disaster way police controlled crowd police lost control outside stadium liverpool fan go small entrance gate police opened large exit gate lot people allowed close one tunnel inquiry said big mistake,ele,Hillsborough,2.0,0
police still repeated lie inquest coroner decided take evidence happened pm day disaster look chaotic behaviour police ambulance service panel found police ambulance service done job better could saved life lost,ele,Hillsborough,2.0,0
may new inquest may prosecution year sheffield wednesday south yorkshire police sheffield city council responsible safety stadium trevor hick whose two daughter died disaster said “the truth today” hick said “tomorrow justice”,ele,Hillsborough,2.0,0
see word amazon what’s first thing think – world’s biggest forest longest river largest internet shop – think important,ele,Amazon,2.0,0
question debate internet brazil peru made objection bid made u online shop domain name “amazon”,ele,Amazon,2.0,0
amazon asked company name toplevel domain name currently “com” south american government say would stop use internet address environmental protection indigenous right public interest u,ele,Amazon,2.0,0
many disputed claim name including “patagonia”,ele,Amazon,2.0,0
difference commercial governmental type identity easy see every internet address use “com” “gov” category,ele,Amazon,2.0,0
soon going category – generic toplevel domain gtlds technically known,ele,Amazon,2.0,0
internet corporation assigned name number icann bid worth almost hundred new gtlds add use already,ele,Amazon,2.0,0
amazon applied many new domain including “shop” “song ” “book” “kindle ” one caused discussion application “amazon”,ele,Amazon,2.0,0
brazil peru want “amazon” application stopped say private company name also name important geographical area,ele,Amazon,2.0,0
“allowing private company register geographical name gtlds profit meaning name view public interest” brazilian ministry science technology said,ele,Amazon,2.0,0
brazil said member amazon cooperation treaty support view bolivia colombia ecuador guyana suriname venezuela,ele,Amazon,2.0,0
also objection new toplevel domain use geographical cultural name,ele,Amazon,2.0,0
